회차,번호1,번호2,번호3,번호4,번호5,번호6,보너스,1등당첨총금액,1등당첨금액,1등당첨자수,2등당첨총금액,2등당첨금액,2등당첨자수,3등당첨총금액,3등당첨금액,3등당첨자수,4등당첨총금액,4등당첨금액,4등당첨자수,5등당첨총금액,5등당첨금액,5등당첨자수
565,4,10,18,27,40,45,38,13936515752,1742064469,8,2322752640,59557760,39,2322753882,1244777,1866,4271900000,50000,85438,6924390000,5000,1384878
566,4,5,6,25,26,43,41,14035804128,3508951032,4,2339300705,66837163,35,2339301570,1504374,1555,3739450000,50000,74789,6379450000,5000,1275890
567,1,10,15,16,32,41,28,13911956628,2318659438,6,2318659476,43748292,53,2318660617,1498811,1547,3814200000,50000,76284,6356260000,5000,1271252
568,1,3,17,20,31,44,40,13051675500,1305167550,10,2175279250,43505585,50,2175280830,1179014,1845,4389200000,50000,87784,7049380000,5000,1409876
569,3,6,13,23,24,35,1,13871700752,3467925188,4,2311950132,64220837,36,2311950728,1355188,1706,4079100000,50000,81582,6646250000,5000,1329250
570,1,12,26,27,29,33,42,13750124625,1527791625,9,2291687470,60307565,38,2291687970,1456890,1573,3878250000,50000,77565,6615390000,5000,1323078
571,11,18,21,26,38,43,29,13765769255,1966538465,7,2294294904,69524088,33,2294296122,1523437,1506,3702100000,50000,74042,6190305000,5000,1238061
572,3,13,18,33,37,45,1,13345729504,1668216188,8,2224288259,41967703,53,2224288500,1282750,1734,4068050000,50000,81361,6374445000,5000,1274889
573,2,4,20,34,35,43,14,13165534128,1645691766,8,2194255700,43885114,50,2194256198,1352809,1622,3949850000,50000,78997,6542465000,5000,1308493
574,14,15,16,19,25,43,2,13930369876,6965184938,2,2321728332,70355404,33,2321729454,1844106,1259,3445500000,50000,68910,5922140000,5000,1184428
575,2,8,20,30,33,34,6,13594143000,1699267875,8,2265690510,50348678,45,2265691296,1522642,1488,3750000000,50000,75000,6289845000,5000,1257969
576,10,11,15,25,35,41,13,12965898000,4321966000,3,2160983016,40018204,54,2160984399,1384359,1561,3845150000,50000,76903,6212560000,5000,1242512
577,16,17,22,31,34,37,33,13453315125,4484438375,3,2242219224,53386172,42,2242220470,1469345,1526,3957500000,50000,79150,6610160000,5000,1322032
578,5,12,14,32,34,42,16,13982332875,2796466575,5,2330388827,54195089,43,2330390090,1442966,1615,4015150000,50000,80303,6634110000,5000,1326822
579,5,7,20,22,37,42,39,15356752884,1396068444,11,2559458814,55640409,46,2559459960,1446840,1769,4250550000,50000,85011,7040215000,5000,1408043
580,5,7,9,11,32,35,33,14200273500,2028610500,7,2366712264,56350292,42,2366712585,1421449,1665,4317600000,50000,86352,7005810000,5000,1401162
581,3,5,14,20,42,44,33,14756436376,1844554547,8,2459406066,63061694,39,2459406752,1777028,1384,3848200000,50000,76964,6605280000,5000,1321056
582,2,12,14,33,40,41,25,14242234876,3560558719,4,2373705834,41643962,57,2373706839,1455369,1631,3995850000,50000,79917,6667980000,5000,1333596
583,8,17,27,33,40,44,24,14760331883,1341848353,11,2460055329,48236379,51,2460056588,1347238,1826,4429150000,50000,88583,7228055000,5000,1445611
584,7,18,30,39,40,41,36,15099549750,5033183250,3,2516591648,78643489,32,2516592576,1718984,1464,3898600000,50000,77972,6640595000,5000,1328119
585,6,7,10,16,38,41,4,14584917006,1620546334,9,2430819540,54018212,45,2430820328,1590851,1528,3984550000,50000,79691,6695395000,5000,1339079
586,2,7,12,15,21,34,5,14226834752,1778354344,8,2371139138,51546503,46,2371139600,1510280,1570,4048250000,50000,80965,6733685000,5000,1346737
587,14,21,29,31,32,37,17,14923732125,4974577375,3,2487288689,57843923,43,2487288930,1730890,1437,3687250000,50000,73745,6272190000,5000,1254438
588,2,8,15,22,25,41,30,14446710375,2889342075,5,2407785086,55995002,43,2407785176,1436626,1676,3925850000,50000,78517,6578420000,5000,1315684
589,6,8,28,33,38,39,22,14958145881,2136877983,7,2493024324,59357722,42,2493024962,1599118,1559,3871750000,50000,77435,6505920000,5000,1301184
590,20,30,36,38,41,45,23,15296287881,2185183983,7,2549381317,82238107,31,2549382310,1860863,1370,3500950000,50000,70019,6105565000,5000,1221113
591,8,13,14,30,38,39,5,14823381000,2964676200,5,2470563502,65014829,38,2470563809,1665923,1483,3665500000,50000,73310,6256965000,5000,1251393
592,2,5,6,13,28,44,43,14138290128,2356381688,6,2356381692,84156489,28,2356382888,1675948,1406,3775950000,50000,75519,6421735000,5000,1284347
593,9,10,13,24,33,38,28,13795501500,1532833500,9,2299250284,37084682,62,2299251870,1264715,1818,4370650000,50000,87413,6919450000,5000,1383890
594,2,8,13,25,28,37,3,13811520756,1255592796,11,2301920166,54807623,42,2301920250,1315383,1750,3957850000,50000,79157,6509010000,5000,1301802
595,8,24,28,35,38,40,5,13956201752,1744525219,8,2326033638,43074697,54,2326033656,1549656,1501,3882600000,50000,77652,6407775000,5000,1281555
596,3,4,12,14,25,43,17,13282676630,1328267663,10,2213779461,53994621,41,2213779672,1340872,1651,4000350000,50000,80007,6569950000,5000,1313990
597,8,10,23,24,35,43,37,13752967878,1057920606,13,2292161324,49829594,46,2292161548,1496189,1532,3777650000,50000,75553,6301240000,5000,1260248
598,4,12,24,33,38,45,22,13343977504,833998594,16,2223996250,44479925,50,2223996423,1083291,2053,4300250000,50000,86005,6667055000,5000,1333411
599,5,12,17,29,34,35,27,13687346632,1710918329,8,2281224476,53051732,43,2281225455,1353843,1685,3953450000,50000,79069,6487650000,5000,1297530
600,5,11,14,27,29,36,44,13526980875,901798725,15,2254496848,54987728,41,2254497168,1485176,1518,3856900000,50000,77138,6293385000,5000,1258677
601,2,16,19,31,34,35,37,13721086881,1524565209,9,2286847836,81673137,28,2286848100,1508475,1516,3611650000,50000,72233,6027795000,5000,1205559
602,13,14,22,27,30,38,2,13516246880,1689530860,8,2252707842,53635901,42,2252709175,1344901,1675,3851300000,50000,77026,6258465000,5000,1251693
603,2,19,25,26,27,43,28,13808546252,3452136563,4,2301424380,76714146,30,2301425500,1688500,1363,3589950000,50000,71799,6136980000,5000,1227396
604,2,6,18,21,33,34,30,13520557127,1229141557,11,2253426192,62595172,36,2253426216,1553016,1451,3773800000,50000,75476,6331990000,5000,1266398
605,1,2,7,9,10,38,42,12548090250,1394232250,9,2091348400,52283710,40,2091349386,914851,2286,4649000000,50000,92980,6931675000,5000,1386335
606,1,5,6,14,20,39,22,13115668500,1311566850,10,2185944772,49680563,44,2185945368,1417604,1542,4143950000,50000,82879,6832940000,5000,1366588
607,8,14,23,36,38,39,13,13977923628,3494480907,4,2329653970,66561542,35,2329655344,1608878,1448,3663850000,50000,73277,6102025000,5000,1220405
608,4,8,18,19,39,44,41,13604710126,1943530018,7,2267451712,70857866,32,2267452396,1495681,1516,3717650000,50000,74353,6215795000,5000,1243159
609,4,8,27,34,39,40,13,12678622876,6339311438,2,2113103832,44959656,47,2113104801,1303581,1621,4023600000,50000,80472,6500670000,5000,1300134
610,14,18,20,23,28,36,33,14064073500,3516018375,4,2344012258,68941537,34,2344012620,1676690,1398,3585900000,50000,71718,6093380000,5000,1218676
611,2,22,27,33,36,37,14,14010824628,3502706157,4,2335137472,49683776,47,2335137550,1571425,1486,3729450000,50000,74589,6294990000,5000,1258998
612,6,9,18,19,25,33,40,12998757750,1181705250,11,2166459645,36719655,59,2166461193,1181921,1833,4311400000,50000,86228,6822580000,5000,1364516
613,7,8,11,16,41,44,35,13948480881,1549831209,9,2324746830,77491561,30,2324746982,1511539,1538,3897250000,50000,77945,6497900000,5000,1299580
614,8,21,25,39,40,44,18,15245852628,2540975438,6,2540975462,55238597,46,2540976246,1668402,1523,4019650000,50000,80393,6803535000,5000,1360707
615,10,17,18,19,23,27,35,13815561753,1535062417,9,2302593634,74277214,31,2302594330,1378799,1670,4199050000,50000,83981,6916390000,5000,1383278
616,5,13,18,23,40,45,3,14506301250,1611811250,9,2417716889,49341161,49,2417717900,1422187,1700,4055900000,50000,81118,6754045000,5000,1350809
617,4,5,11,12,24,27,28,13037614880,1629701860,8,2172935813,50533391,43,2172936012,1090284,1993,4686550000,50000,93731,7409025000,5000,1481805
618,8,16,25,30,42,43,15,14406631125,2881326225,5,2401105230,53357894,45,2401105806,1518726,1581,3762150000,50000,75243,6304410000,5000,1260882
619,6,8,13,30,35,40,21,13837438125,4612479375,3,2306239731,39088809,59,2306240336,1347103,1712,4185500000,50000,83710,6776045000,5000,1355209
620,2,16,17,32,39,45,40,14197982631,2028283233,7,2366330472,53780238,44,2366332023,1424643,1661,3907750000,50000,78155,6332995000,5000,1266599
621,1,2,6,16,19,42,9,14158341000,2359723500,6,2359723534,38060057,62,2359724940,1517508,1555,4142150000,50000,82843,6683670000,5000,1336734
622,9,15,16,21,28,34,24,14675384628,1630598292,9,2445897440,71938160,34,2445897888,1501472,1629,3881300000,50000,77626,6352185000,5000,1270437
623,7,13,30,39,41,45,25,14509620752,1813702594,8,2418270155,69093433,35,2418270400,1660900,1456,3676100000,50000,73522,6229810000,5000,1245962
624,1,7,19,26,27,35,16,13818647250,2763729450,5,2303107887,37755867,61,2303108280,1463220,1574,3942000000,50000,78840,6549500000,5000,1309900
625,3,6,7,20,21,39,13,13825923375,2765184675,5,2304320580,51207124,45,2304321374,1393181,1654,4100700000,50000,82014,6772225000,5000,1354445
626,13,14,26,33,40,43,15,13742968880,1717871110,8,2290494825,50899885,45,2290494936,1296996,1766,4313050000,50000,86261,6856085000,5000,1371217
627,2,9,22,25,31,45,12,13522306500,1352230650,10,2253717760,64391936,35,2253719072,1471096,1532,3741200000,50000,74824,6219725000,5000,1243945
628,1,7,12,15,23,42,11,13499485875,1499942875,9,2249914315,60808495,37,2249915536,1382012,1628,4007350000,50000,80147,6619890000,5000,1323978
629,19,28,31,38,43,44,1,14597167875,2919433575,5,2432861330,71554745,34,2432861922,1841682,1321,3427700000,50000,68554,5918760000,5000,1183752
630,8,17,21,24,27,31,15,14508916500,4836305500,3,2418152784,50378183,48,2418153220,1482620,1631,4219000000,50000,84380,7103725000,5000,1420745
631,1,2,4,23,31,34,8,15679414128,3919853532,4,2613235712,56809472,46,2613235960,1559210,1676,4285500000,50000,85710,7458925000,5000,1491785
632,15,18,21,32,35,44,6,15758464876,1432587716,11,2626410852,50507901,52,2626411935,1596603,1645,3920900000,50000,78418,6601115000,5000,1320223
633,9,12,19,20,39,41,13,14607085128,1217257094,12,2434514225,51798175,47,2434515925,1360825,1789,4380650000,50000,87613,7151135000,5000,1430227
634,4,10,11,12,20,27,38,14013156378,1077935106,13,2335526082,43250483,54,2335527456,1057757,2208,5075700000,50000,101514,7814875000,5000,1562975
635,11,13,25,26,29,33,32,14844697880,1855587235,8,2474116330,70689038,35,2474117250,1499465,1650,4283750000,50000,85675,7138130000,5000,1427626
636,6,7,15,16,20,31,26,14658897752,1832362219,8,2443149632,55526128,44,2443150116,1238292,1973,4541500000,50000,90830,7306500000,5000,1461300
637,3,16,22,37,38,44,23,15596964376,3899241094,4,2599494075,57766535,45,2599495431,1587963,1637,4107350000,50000,82147,6849130000,5000,1369826
638,7,18,22,24,31,34,6,15605822253,2229403179,7,2600970382,63438302,41,2600970768,1513072,1719,4239050000,50000,84781,7112980000,5000,1422596
639,6,15,22,23,25,32,40,16244740876,4061185219,4,2707456815,60165707,45,2707458424,1663058,1628,4243050000,50000,84861,7198595000,5000,1439719
640,14,15,18,21,26,35,23,15558919506,1728768834,9,2593153296,54024027,48,2593153684,1582156,1639,4270500000,50000,85410,7024525000,5000,1404905
641,11,18,21,36,37,43,12,15920596504,1990074563,8,2653432750,53068655,50,2653434025,1695485,1565,3957250000,50000,79145,6701855000,5000,1340371
642,8,17,18,24,39,45,32,15017525256,1251460438,12,2502920904,40369692,62,2502921300,1379020,1815,4420300000,50000,88406,7328445000,5000,1465689
643,15,24,31,32,33,40,13,15214581750,2535763625,6,2535763664,58971248,43,2535763900,1662796,1525,4232800000,50000,84656,7036125000,5000,1407225
644,5,13,17,23,28,36,8,14651609632,1831451204,8,2441934943,49835407,49,2441935247,1299593,1879,4379100000,50000,87582,7008720000,5000,1401744
645,1,4,16,26,40,41,31,14785191000,3696297750,4,2464198520,88007090,28,2464198696,1395356,1766,4393650000,50000,87873,7223640000,5000,1444728
646,2,9,24,41,43,45,30,15508488751,2215498393,7,2584748160,71798560,36,2584748676,1698258,1522,3870000000,50000,77400,6606060000,5000,1321212
647,5,16,21,23,24,30,29,15328079256,2189725608,7,2554679908,58060907,44,2554680492,1600677,1596,3960100000,50000,79202,6759630000,5000,1351926
648,13,19,28,37,38,43,4,14846915629,2120987947,7,2474485965,54988577,45,2474486329,1517159,1631,4049300000,50000,80986,6592015000,5000,1318403
649,3,21,22,33,41,42,20,14740210500,2948042100,5,2456701785,54593373,45,2456702859,1454531,1689,4017350000,50000,80347,6565625000,5000,1313125
650,3,4,7,11,31,41,35,14246494500,2849298900,5,2374415775,52764795,45,2374417160,1308940,1814,4351500000,50000,87030,7148715000,5000,1429743
651,11,12,16,26,29,44,18,14842451632,1855306454,8,2473741970,70678342,35,2473742112,1468968,1684,4128350000,50000,82567,6829160000,5000,1365832
652,3,13,15,40,41,44,20,15017417625,3003483525,5,2502902952,69525082,36,2502904160,1664165,1504,3786950000,50000,75739,6403315000,5000,1280663
653,5,6,26,27,38,39,1,13733421380,980958670,14,2288903568,40873278,56,2288905484,1146172,1997,4449750000,50000,88995,7097040000,5000,1419408
654,16,21,26,31,36,43,6,15034411128,1879301391,8,2505735207,36315003,69,2505736761,1402203,1787,3889400000,50000,77788,6413625000,5000,1282725
655,7,37,38,39,40,44,18,14952956625,1661439625,9,2492159457,60784377,41,2492160860,1547926,1610,3871850000,50000,77437,6408275000,5000,1281655
656,3,7,14,16,31,40,39,14660005500,7330002750,2,2443334256,50902797,48,2443334983,1398589,1747,4188600000,50000,83772,6928785000,5000,1385757
657,10,14,19,39,40,43,23,15252865128,1694762792,9,2542144228,48887389,52,2542145628,1627494,1562,3919800000,50000,78396,6627965000,5000,1325593
658,8,19,25,28,32,36,37,14706282375,1634031375,9,2451047082,64501239,38,2451047888,1460696,1678,4136900000,50000,82738,6820345000,5000,1364069
659,7,18,19,27,29,42,45,14702646376,1336604216,11,2450441080,61261027,40,2450441280,1388352,1765,4251400000,50000,85028,6983945000,5000,1396789
660,4,9,23,33,39,44,14,14212725750,1421272575,10,2368787664,49349743,48,2368789091,1214141,1951,4412350000,50000,88247,7044010000,5000,1408802
661,2,3,12,20,27,38,40,13704204376,1713025547,8,2284034067,36254509,63,2284035810,1248107,1830,4392000000,50000,87840,7134415000,5000,1426883
662,5,6,9,11,15,37,26,13517869504,1689733688,8,2252978292,52394844,43,2252979907,1260761,1787,4424650000,50000,88493,7133795000,5000,1426759
663,3,5,8,19,38,42,20,14561709001,2080244143,7,2426951520,40449192,60,2426951971,1491673,1627,4204600000,50000,84092,6930140000,5000,1386028
664,10,20,33,36,41,44,5,15368013380,1536801338,10,2561335568,58212172,44,2561336280,1674076,1530,3869750000,50000,77395,6600410000,5000,1320082
665,5,6,11,17,38,44,13,14572921500,3643230375,4,2428820250,80960675,30,2428820570,1356883,1790,4361350000,50000,87227,7151025000,5000,1430205
666,2,4,6,11,17,28,16,14381406378,2396901063,6,2396901065,50997895,47,2396901078,1231074,1947,4681550000,50000,93631,7469700000,5000,1493940
667,15,17,25,37,42,43,13,15601350751,2228764393,7,2600225160,65005629,40,2600226568,1685176,1543,4067200000,50000,81344,6841815000,5000,1368363
668,12,14,15,24,27,32,3,14955793125,2991158625,5,2492632240,44511290,56,2492633352,1330824,1873,4470700000,50000,89414,7261445000,5000,1452289
669,7,8,20,29,33,38,9,16249039128,2708173188,6,2708173208,52080254,52,2708174480,1389520,1949,4653900000,50000,93078,7656820000,5000,1531364
670,11,18,26,27,40,41,25,14300702628,1191725219,12,2383450446,61114114,39,2383451070,1111166,2145,4634000000,50000,92680,7419740000,5000,1483948
671,7,9,10,13,31,35,24,14889291376,3722322844,4,2481548592,51698929,48,2481549266,1395697,1778,4518200000,50000,90364,7599815000,5000,1519963
672,8,21,28,31,36,45,43,15792705000,1754745000,9,2632117516,57219946,46,2632118652,1615788,1629,4008350000,50000,80167,6705875000,5000,1341175
673,7,10,17,29,33,44,5,14914533000,1491453300,10,2485755510,71021586,35,2485755840,1333560,1864,4441900000,50000,88838,7253845000,5000,1450769
674,9,10,14,25,27,31,11,14164524000,1770565500,8,2360754000,49182375,48,2360755254,1278849,1846,4482300000,50000,89646,7325155000,5000,1465031
675,1,8,11,15,18,45,7,14058196128,3514549032,4,2343032705,36046657,65,2343033966,1297361,1806,4405900000,50000,88118,7079150000,5000,1415830
676,1,8,17,34,39,45,27,15037812000,1879726500,8,2506302036,39782572,63,2506302855,1505287,1665,4163800000,50000,83276,6859605000,5000,1371921
677,12,15,24,36,41,44,42,15368915256,1921114407,8,2561485876,69229348,37,2561486571,1505871,1701,3991350000,50000,79827,6650575000,5000,1330115
678,4,5,6,12,25,37,45,13730941128,2288490188,6,2288490194,55816834,41,2288491240,1233688,1855,4665250000,50000,93305,7470475000,5000,1494095
679,3,5,7,14,26,34,35,14315028000,2863005600,5,2385838044,44182186,54,2385839050,1304450,1829,4558550000,50000,91171,7465205000,5000,1493041
680,4,10,19,29,32,42,30,15547987882,1110570563,14,2591331336,58893894,44,2591331930,1385739,1870,4322050000,50000,86441,7069900000,5000,1413980
681,21,24,27,29,43,44,7,16177973628,2696328938,6,2696328972,72873756,37,2696330032,1871152,1441,3653100000,50000,73062,6410395000,5000,1282079
682,17,23,27,35,38,43,2,16254854252,4063713563,4,2709142408,48377543,56,2709143961,1463611,1851,4380900000,50000,87618,7324890000,5000,1464978
683,6,13,20,27,28,40,15,16174894128,1010930883,16,2695815720,59907016,45,2695817696,996974,2704,5898700000,50000,117974,8504820000,5000,1700964
684,1,11,15,17,25,39,40,15199341381,1688815709,9,2533223590,40858445,62,2533225344,1287208,1968,4930350000,50000,98607,8115805000,5000,1623161
685,6,7,12,28,38,40,18,16438044381,1494367671,11,2739674080,52686040,52,2739675350,1434385,1910,4765100000,50000,95302,7880845000,5000,1576169
686,7,12,15,24,25,43,13,15500253752,1937531719,8,2583375660,71760435,36,2583377388,1386676,1863,4551350000,50000,91027,7418650000,5000,1483730
687,1,8,10,13,28,42,45,16320175878,2720029313,6,2720029322,71579719,38,2720030460,1528107,1780,4570200000,50000,91404,7691900000,5000,1538380
688,5,15,22,23,34,35,2,17707830750,1967536750,9,2951305159,55685003,53,2951306505,1400715,2107,4883800000,50000,97676,8053565000,5000,1610713
689,7,17,19,30,36,38,34,16252431377,2321775911,7,2708738604,61562241,44,2708738712,1497368,1809,4514800000,50000,90296,7545365000,5000,1509073
690,24,25,33,34,38,39,43,16897614375,1126507625,15,2816269096,82831444,34,2816269724,1589317,1772,4398500000,50000,87970,7642360000,5000,1528472
691,15,27,33,35,43,45,16,17035780500,2839296750,6,2839296758,91590218,31,2839297216,1662352,1708,4303150000,50000,86063,7277640000,5000,1455528
692,3,11,14,15,32,36,44,16108915879,2301273697,7,2684819324,61018621,44,2684820960,1516848,1770,4388150000,50000,87763,7328545000,5000,1465709
693,1,6,11,28,34,42,30,16427638130,1642763813,10,2737939688,63673016,43,2737940256,1618168,1692,4350850000,50000,87017,7422100000,5000,1484420
694,7,15,20,25,33,43,12,15550363880,1555036388,10,2591727372,33227274,78,2591727354,1133739,2286,5123700000,50000,102474,7909110000,5000,1581822
695,4,18,26,33,34,38,14,15952363130,1450214830,11,2658727236,40283746,66,2658729109,1343471,1979,4771800000,50000,95436,7794425000,5000,1558885
696,1,7,16,18,34,38,21,16320544130,1632054413,10,2720090692,61820243,44,2720092130,1580530,1721,4501000000,50000,90020,7509760000,5000,1501952
697,2,5,8,11,33,39,31,15314430380,1531443038,10,2552405130,28360057,90,2552405620,1315673,1940,4984900000,50000,99698,8078930000,5000,1615786
698,3,11,13,21,33,37,18,15368673000,1921084125,8,2561445504,53363448,48,2561445648,1226746,2088,4898250000,50000,97965,7751820000,5000,1550364
699,4,5,8,16,21,29,3,15963291000,1995411375,8,2660548500,53210970,50,2660550095,1478905,1799,4525200000,50000,90504,7561985000,5000,1512397
700,11,23,28,29,30,44,13,16656793504,2082099188,8,2776132263,67710543,41,2776133228,1777294,1562,4143700000,50000,82874,7070380000,5000,1414076
701,3,10,14,16,36,38,35,15831831750,1583183175,10,2638638640,65965966,40,2638639500,1590500,1659,4095850000,50000,81917,7022110000,5000,1404422
702,3,13,16,24,26,29,9,16116005257,1465091387,11,2686000904,58391324,46,2686000884,1476636,1819,4402150000,50000,88043,7219770000,5000,1443954
703,10,28,31,33,41,44,21,16178920500,3235784100,5,2696486790,52872290,51,2696487003,1568637,1719,4209700000,50000,84194,7082900000,5000,1416580
704,1,4,8,23,33,42,45,15460761376,3865190344,4,2576793565,54825395,47,2576793828,1351938,1906,4751050000,50000,95021,7599660000,5000,1519932
705,1,6,17,22,28,45,23,15948826128,3987206532,4,2658137692,54247708,49,2658138665,1472653,1805,4396550000,50000,87931,7268270000,5000,1453654
706,3,4,6,10,28,30,37,15326984252,3831746063,4,2554497384,50088184,51,2554497588,1211811,2108,4768800000,50000,95376,7656965000,5000,1531393
707,2,12,19,24,39,44,35,15866007756,1322167313,12,2644334648,35734252,74,2644335278,1318213,2006,4714050000,50000,94281,7538235000,5000,1507647
708,2,10,16,19,34,45,1,16398208876,4099552219,4,2733034824,52558362,52,2733035088,1596399,1712,4304550000,50000,86091,7234325000,5000,1446865
709,10,18,30,36,39,44,32,16313802750,1165271625,14,2718967152,61794708,44,2718967840,1603165,1696,4115250000,50000,82305,6929265000,5000,1385853
710,3,4,9,24,25,33,10,14477205750,2895441150,5,2412867627,42331011,57,2412869030,1212497,1990,5102900000,50000,102058,8136145000,5000,1627229
711,11,15,24,35,37,45,42,15941893506,2277413358,7,2656982284,60385961,44,2656983440,1424656,1865,4494900000,50000,89898,7325615000,5000,1465123
712,17,20,30,31,33,45,19,16137940500,4034485125,4,2689656780,57226740,47,2689657432,1557416,1727,4303300000,50000,86066,7247605000,5000,1449521
713,2,5,15,18,19,23,44,15432488253,1714720917,9,2572081400,51441628,50,2572081965,1436115,1791,4396000000,50000,87920,7350625000,5000,1470125
714,1,7,22,33,37,40,20,14595922131,2085131733,7,2432653696,52883776,46,2432655347,1198943,2029,4828800000,50000,96576,7759965000,5000,1551993
715,2,7,27,33,41,44,10,15633062628,2605510438,6,2605510446,42713286,61,2605511570,1391090,1873,4537350000,50000,90747,7515870000,5000,1503174
716,2,6,13,16,29,30,21,16305025884,1358752157,12,2717504335,77642981,35,2717504328,1559096,1743,4431400000,50000,88628,7348650000,5000,1469730
717,2,11,19,25,28,32,44,16214602128,2702433688,6,2702433730,57498590,47,2702435610,1369015,1974,4841800000,50000,96836,7837650000,5000,1567530
718,4,11,20,23,32,39,40,15744829888,926166464,17,2624138368,41002162,64,2624139088,1091572,2404,5730700000,50000,114614,7976575000,5000,1595315
719,4,8,13,19,20,43,26,16916232006,1879581334,9,2819372054,48609863,58,2819372580,1395729,2020,4995300000,50000,99906,8138920000,5000,1627784
720,1,12,29,34,36,37,41,17272785012,1233770358,14,2878797506,77805338,37,2878798916,1619122,1778,4413000000,50000,88260,7526165000,5000,1505233
721,1,28,35,41,43,44,31,18190138880,2273767360,8,3031689840,75792246,40,3031690671,1886553,1607,4238500000,50000,84770,7321765000,5000,1464353
722,12,14,21,30,39,43,45,17461690876,4365422719,4,2910281816,63266996,46,2910282488,1724101,1688,4245600000,50000,84912,7195390000,5000,1439078
723,20,30,33,35,36,44,22,16914922880,2114365360,8,2819153840,70478846,40,2819155413,1586469,1777,4257050000,50000,85141,7064835000,5000,1412967
724,2,8,33,35,37,41,14,17133477756,1427789813,12,2855579650,51919630,55,2855581209,1557873,1833,4504150000,50000,90083,7644850000,5000,1528970
725,6,7,19,21,41,43,38,17371389750,1579217250,11,2895231631,61600673,47,2895232685,1612943,1795,4417950000,50000,88359,7524535000,5000,1504907
726,1,11,21,23,34,44,24,16336216876,1166872634,14,2722702864,48619694,56,2722703157,1297143,2099,4835900000,50000,96718,7782125000,5000,1556425
727,7,8,10,19,21,31,20,15611508388,1115107742,14,2601918135,29907105,87,2601919680,1260620,2064,4963550000,50000,99271,8000675000,5000,1600135
728,3,6,10,30,34,37,36,16217322000,3243464400,5,2702887040,48265840,56,2702887992,1446168,1869,4734650000,50000,94693,7795310000,5000,1559062
729,11,17,21,26,36,45,16,16793002876,4198250719,4,2798833835,79966681,35,2798835000,1492712,1875,4478000000,50000,89560,7523410000,5000,1504682
730,4,10,14,15,18,22,39,16139056880,2017382110,8,2689842825,59774285,45,2689843259,1544999,1741,4439550000,50000,88791,7508760000,5000,1501752
731,2,7,13,25,42,45,39,16383297378,2340471054,7,2730549600,60678880,45,2730550248,1431106,1908,4804150000,50000,96083,7971290000,5000,1594258
732,2,4,5,17,27,32,43,15422894256,2203270608,7,2570482395,57121831,45,2570483322,1247202,2061,5229150000,50000,104583,8529965000,5000,1705993
733,11,24,32,33,35,40,13,16066900500,4016725125,4,2677816794,46979242,57,2677817824,1362064,1966,5068450000,50000,101369,8169760000,5000,1633952
734,6,16,37,38,41,45,18,17544559500,1949395500,9,2924093268,81224813,36,2924093706,1663307,1758,4625700000,50000,92514,7710345000,5000,1542069
735,5,10,13,27,37,41,4,18472315880,1847231588,10,3078719350,61574387,50,3078719878,1356862,2269,5350650000,50000,107013,8763700000,5000,1752740
736,2,11,17,18,21,27,6,16986811125,3397362225,5,2831135220,52428430,54,2831136750,1258283,2250,5367850000,50000,107357,8738170000,5000,1747634
737,13,15,18,24,27,41,11,17132244000,4283061000,4,2855374032,59486959,48,2855374314,1474122,1937,4709150000,50000,94183,7835830000,5000,1567166
738,23,27,28,38,42,43,36,17976102001,1634191091,11,2996017008,62417021,48,2996017600,1826840,1640,4402500000,50000,88050,7513425000,5000,1502685
739,7,22,29,33,34,35,30,18976489128,4744122282,4,3162748230,70283294,45,3162748968,1628604,1942,5099150000,50000,101983,8598695000,5000,1719739
740,4,8,9,16,17,19,31,16864736256,936929792,18,2810789385,65367195,43,2810790596,1148668,2447,5786100000,50000,115722,9320845000,5000,1864169
741,5,21,27,34,44,45,16,18261575628,3043595938,6,3043595940,55338108,55,3043596833,1664077,1829,4750350000,50000,95007,8097175000,5000,1619435
742,8,10,13,36,37,40,6,17789037008,1111814813,16,2964839504,67382716,44,2964839820,1492870,1986,4917400000,50000,98348,8292780000,5000,1658556
743,15,19,21,34,41,44,10,18260487000,2608641000,7,3043414510,66161185,46,3043414514,1535527,1982,4594300000,50000,91886,7776810000,5000,1555362
744,10,15,18,21,34,41,43,17331173625,1155411575,15,2888528974,47352934,61,2888531506,1039414,2779,5461450000,50000,109229,8183965000,5000,1636793
745,1,2,3,9,12,23,10,14936459640,746822982,20,2489410000,22631000,110,2489412224,674272,3692,7095900000,50000,141918,9776380000,5000,1955276
746,3,12,33,36,42,45,25,18347613381,2038623709,9,3057935566,52723027,58,3057936336,1606059,1904,4709850000,50000,94197,7946455000,5000,1589291
747,7,9,12,14,23,28,17,17128931256,1903214584,9,2854821908,48386812,59,2854822032,1287696,2217,5265350000,50000,105307,8565015000,5000,1713003
748,3,10,13,22,31,32,29,17354218878,1928246542,9,2892369862,49023218,59,2892371014,1493222,1937,4972400000,50000,99448,8263780000,5000,1652756
749,12,14,24,26,34,45,41,17551357135,1350104395,13,2925226240,45706660,64,2925227010,1473666,1985,4778650000,50000,95573,7945985000,5000,1589197
750,1,2,15,19,24,36,12,17654730002,2522104286,7,2942455032,66873978,44,2942455326,1653994,1779,4656750000,50000,93135,7927660000,5000,1585532
751,3,4,16,20,28,44,17,16783744880,2097968110,8,2797290843,40540447,69,2797292030,1265743,2210,5131600000,50000,102632,8257190000,5000,1651438
